omim_id,accessions,chebi_id
266150,HMDB0000011;HMDB0000051;HMDB0000161;HMDB0000162;HMDB0000182;HMDB0000190,17066;16134;16977;17203;18019;422
266500,HMDB0000070;HMDB0000359;HMDB0000555;HMDB0000601;HMDB0000801;HMDB0001844,17964;16577;nan;18402;16285;91316
266510,HMDB0000070;HMDB0000601;HMDB0000801,17964;18402;16285
266600,HMDB0000011;HMDB0000012;HMDB0000014;HMDB0000017;HMDB0000020;HMDB0000033;HMDB0000034;HMDB0000036;HMDB0000039;HMDB0000042;HMDB0000043;HMDB0000045;HMDB0000050;HMDB0000054;HMDB0000056;HMDB0000058;HMDB0000060;HMDB0000064;HMDB0000089;HMDB0000092;HMDB0000094;HMDB0000097;HMDB0000098;HMDB0000099;HMDB0000108;HMDB0000112;HMDB0000123;HMDB0000128;HMDB0000130;HMDB0000131;HMDB0000133;HMDB0000138;HMDB0000139;HMDB0000148;HMDB0000157;HMDB0000158;HMDB0000159;HMDB0000161;HMDB0000162;HMDB0000164;HMDB0000167;HMDB0000168;HMDB0000172;HMDB0000175;HMDB0000177;HMDB0000182;HMDB0000187;HMDB0000190;HMDB0000191;HMDB0000195;HMDB0000201;HMDB0000209;HMDB0000210;HMDB0000214;HMDB0000224;HMDB0000226;HMDB0000228;HMDB0000237;HMDB0000239;HMDB0000247;HMDB0000251;HMDB0000254;HMDB0000258;HMDB0000292;HMDB0000299;HMDB0000300;HMDB0000306;HMDB0000317;HMDB0000379;HMDB0000462;HMDB0000466;HMDB0000472;HMDB0000474;HMDB0000477;HMDB0000482;HMDB0000510;HMDB0000517;HMDB0000535;HMDB0000555;HMDB0000562;HMDB0000577;HMDB0000619;HMDB0000630;HMDB0000641;HMDB0000651;HMDB0000666;HMDB0000684;HMDB0000687;HMDB0000696;HMDB0000714;HMDB0000715;HMDB0000718;HMDB0000719;HMDB0000725;HMDB0000738;HMDB0000756;HMDB0000763;HMDB0000764;HMDB0000791;HMDB0000819;HMDB0000820;HMDB0000824;HMDB0000826;HMDB0000827;HMDB0000845;HMDB0000847;HMDB0000863;HMDB0000883;HMDB0000892;HMDB0000898;HMDB0000904;HMDB0000906;HMDB0000925;HMDB0000929;HMDB0000951;HMDB0000982;HMDB0000990;HMDB0001049;HMDB0001051;HMDB0001140;HMDB0001257;HMDB0001406;HMDB0001414;HMDB0001453;HMDB0001488;HMDB0001548;HMDB0001659;HMDB0001858;HMDB0001873;HMDB0001875;HMDB0001906;HMDB0001993;HMDB0002176;HMDB0002303;HMDB0002322;HMDB0002714;HMDB0003227;HMDB0003315;HMDB0003334;HMDB0003339;HMDB0003366;HMDB0003407;HMDB0003543;HMDB0003671;HMDB0004158;HMDB0004160;HMDB0004327;HMDB0005842;HMDB0005879;HMDB0005994;HMDB0006115;HMDB0006236;HMDB0006478;HMDB0006483;HMDB0007103;HMDB0007175;HMDB0008591;HMDB0010340;HMDB0011144;HMDB0011154;HMDB0011469;HMDB0011635;HMDB0011738;HMDB0011749;HMDB0012275;HMDB0012971;HMDB0013780;HMDB0013785;HMDB0013811;HMDB0013824;HMDB0028732;HMDB0028757;HMDB0028805;HMDB0029147;HMDB0029167;HMDB0029595;HMDB0029597;HMDB0029600;HMDB0029603;HMDB0029641;HMDB0029728;HMDB0029762;HMDB0030028;HMDB0030058;HMDB0030059;HMDB0030062;HMDB0031019;HMDB0031206;HMDB0031207;HMDB0031217;HMDB0031231;HMDB0031243;HMDB0031266;HMDB0031294;HMDB0031299;HMDB0031317;HMDB0031343;HMDB0031409;HMDB0031450;HMDB0031475;HMDB0031523;HMDB0031528;HMDB0031549;HMDB0031598;HMDB0031872;HMDB0032076;HMDB0032980;HMDB0033002;HMDB0033119;HMDB0033182;HMDB0033713;HMDB0033889;HMDB0033890;HMDB0033910;HMDB0034220;HMDB0034235;HMDB0035238;HMDB0035619;HMDB0035765;HMDB0035850;HMDB0035915;HMDB0035924;HMDB0036209;HMDB0036413;HMDB0036574;HMDB0036994;HMDB0037050;HMDB0039095;HMDB0039843;HMDB0041389;HMDB0059835;HMDB0059848;HMDB0059899;HMDB0059905;HMDB0059907;HMDB0061851;HMDB0094666,17066;16450;15698;17405;18101;15727;16708;28865;30772;15366;41139;16027;16335;16990;16958;17489;15344;16919;17562;17724;30769;15354;53455;17482;16236;16865;15428;16344;44747;17754;16750;17687;32398;16015;17368;17895;17295;16977;17203;16830;16857;17196;17191;17202;15971;18019;17115;422;17053;17596;57589;30745;46905;15729;17553;16742;15882;30768;16709;17924;15891;15741;17992;17712;18107;17568;15760;89228;30835;15676;9171;17780;28398;86147;28837;37023;16467;30776;nan;16737;89519;16359;16040;18050;68830;45571;16946;15603;16643;18089;18344;28484;15699;18095;16881;84834;27823;28631;18102;144308;28831;53210;42504;28842;nan;29019;17824;16414;17418;29009;16349;18139;15724;16828;16525;20607;15343;17515;5445;17935;16610;17154;17148;18022;15940;18189;15347;17847;16135;17790;27971;17899;37070;17437;18127;16183;16007;17854;25682;15966;17153;16583;15743;5672;4260;36378;28885;89206;4608;121338;17169;16424;16638;17364;82927;nan;88712;88739;nan;nan;35687;82914;73707;77761;18397;87393;nan;35559;89173;nan;nan;nan;nan;nan;nan;32892;29005;29021;37830;nan;nan;nan;31571;41330;89828;nan;nan;84069;nan;27750;16011;48943;77927;87434;34118;nan;nan;77929;41808;34787;77700;31725;nan;52774;nan;nan;nan;nan;nan;nan;17700;88764;nan;27632;27374;16472;77322;35661;25187;50035;16310;19203;nan;nan;23012;9457;nan;87362;nan;6854;84268;77512;nan;16101;41253;nan;nan
268700,HMDB0000172,17191
268900,HMDB0000123;HMDB0000187;HMDB0000271,15428;17115;15611
270200,HMDB0001085;HMDB0001509;HMDB0002200;HMDB0006059,15647;15646;15650;27562
270400,HMDB0000032;HMDB0000067;HMDB0000227;HMDB0001438;HMDB0002027,17759;16113;17710;nan;89982
270420,HMDB0000492;HMDB0000586;HMDB0000588;HMDB0000595,17996;29103;29101;28976
271550,HMDB0000606,32796
271900,HMDB0000044;HMDB0000089;HMDB0000094;HMDB0000125;HMDB0000157;HMDB0000195;HMDB0000226;HMDB0000254;HMDB0000273;HMDB0000289;HMDB0000292;HMDB0000296;HMDB0000300;HMDB0000562;HMDB0000767;HMDB0000812;HMDB0001067;HMDB0003099;HMDB0003337;HMDB0011600,29073;17562;30769;16856;17368;17596;16742;15741;17748;17775;17712;16704;17568;16737;17802;21547;nan;68441;17858;38635
271980,HMDB0000337;HMDB0000710;HMDB0002173,86371;30830;89760
272300,HMDB0000051;HMDB0000157;HMDB0000190;HMDB0000251;HMDB0000289;HMDB0000292;HMDB0000574;HMDB0000731;HMDB0000742,16134;17368;422;15891;17775;17712;17561;27891;17588
274270,HMDB0000056;HMDB0000076;HMDB0000262;HMDB0000300,16958;15901;17821;17568
274600,HMDB0000248,18332
275350,HMDB0000202;HMDB0000742;HMDB0002174,30860;17588;28911
276100,HMDB0000197;HMDB0000684;HMDB0000929,16411;16946;16828
276700,HMDB0000042;HMDB0000094;HMDB0000123;HMDB0000158;HMDB0000158;HMDB0000177;HMDB0000182;HMDB0000517;HMDB0000562;HMDB0000635;HMDB0000635;HMDB0000696;HMDB0000714;HMDB0000866;HMDB0000925,15366;30769;15428;17895;17895;15971;18019;16467;16737;87897;87897;16643;18089;21563;15724
276880,HMDB0000118;HMDB0000301;HMDB0000468;HMDB0000845,545959;30817;63931;nan
277100,HMDB0000883,16414
277380,HMDB0000202;HMDB0000696;HMDB0002174,30860;16643;28911
277400,HMDB0012141,15684
277460,HMDB0001893,18145
277900,HMDB0000138;HMDB0000657,17687;29036
278000,HMDB0000067,16113
278300,HMDB0000157;HMDB0000195;HMDB0000289;HMDB0000292,17368;17596;17775;17712
300100,HMDB0000070;HMDB0000716;HMDB0000801;HMDB0002068;HMDB0002163;HMDB0002356;HMDB0002356,17964;30913;16285;28792;89753;31009;31009
300200,HMDB0000063,17650
300322,HMDB0000132;HMDB0000157;HMDB0000289;HMDB0000292;HMDB0000296;HMDB0000562,16235;17368;17775;17712;16704;16737
300352,HMDB0000064;HMDB0000128,16919;16344
300438,HMDB0000122;HMDB0000190;HMDB0000354;HMDB0000959,15903;422;37051;73018
300615,HMDB0000022;HMDB0000118;HMDB0000259;HMDB0000291;HMDB0000306;HMDB0000763;HMDB0000819;HMDB0001490,742324;545959;28790;1127735;15760;27823;144308;846276
300661,HMDB0000157;HMDB0000289;HMDB0000292;HMDB0000562,17368;17775;17712;16737
300908,HMDB0000054,16990
300971,HMDB0000464;HMDB0000492;HMDB0000586;HMDB0000588;HMDB0000595,29108;17996;29103;29101;28976
301500,HMDB0004948,77996
