omim_id,accessions,chebi_id
302960,HMDB0000067;HMDB0002027,16113;89982
304150,HMDB0000657,29036
304790,HMDB0000248,18332
307030,HMDB0000131,17754
308100,HMDB0000053;HMDB0000145;HMDB0000151;HMDB0000234;HMDB0001032;HMDB0001425;HMDB0002961,16422;17263;16469;17347;16814;17474;16330
309000,HMDB0000062;HMDB0000067;HMDB0000464;HMDB0000586;HMDB0001429;HMDB0001967,16347;16113;29108;29103;26078;16526
309400,HMDB0000318;HMDB0000657,1387;29036
310200,HMDB0000067;HMDB0000087;HMDB0000517;HMDB0001403;HMDB0001539;HMDB0002786;HMDB0002878,16113;17170;16467;15555;17929;25567;17632
311250,HMDB0000214;HMDB0000226,15729;16742
312080,HMDB0001067,nan
312170,HMDB0000008;HMDB0000190;HMDB0000243,50613;422;32816
312750,HMDB0000148;HMDB0001396,16015;15641
500001,HMDB0000190,422
500009,HMDB0000190,422
520000,HMDB0000122,15903
530000,HMDB0000190,422
540000,HMDB0000190,422
545000,HMDB0000190,422
557000,HMDB0000051;HMDB0000161;HMDB0000190;HMDB0000214;HMDB0000243;HMDB0000517;HMDB0000904;HMDB0001967,16134;16977;422;15729;32816;16467;16349;16526
600082,HMDB0000495,428186
600274,HMDB0000008;HMDB0000011;HMDB0000034;HMDB0000043;HMDB0000045;HMDB0000050;HMDB0000056;HMDB0000064;HMDB0000072;HMDB0000089;HMDB0000094;HMDB0000095;HMDB0000097;HMDB0000112;HMDB0000123;HMDB0000124;HMDB0000126;HMDB0000132;HMDB0000156;HMDB0000157;HMDB0000158;HMDB0000159;HMDB0000161;HMDB0000162;HMDB0000167;HMDB0000168;HMDB0000172;HMDB0000177;HMDB0000182;HMDB0000187;HMDB0000190;HMDB0000191;HMDB0000193;HMDB0000214;HMDB0000243;HMDB0000263;HMDB0000271;HMDB0000288;HMDB0000517;HMDB0000562;HMDB0000618;HMDB0000641;HMDB0000687;HMDB0000807;HMDB0000883;HMDB0000904;HMDB0000929;HMDB0001068;HMDB0001257;HMDB0001401;HMDB0001414;HMDB0001473;HMDB0001548;HMDB0001586;HMDB0003337;HMDB0003339,50613;17066;16708;41139;16027;16335;16958;16919;32805;17562;30769;17361;15354;16865;15428;15946;15978;16235;30797;17368;17895;17295;16977;17203;16857;17196;17191;15971;18019;17115;422;17053;30887;15729;32816;44897;15611;16695;16467;16737;17363;18050;15603;17050;16414;16349;16828;133983;16610;4170;17148;16108;18189;29042;17858;15966
600462,HMDB0000051;HMDB0000190;HMDB0000214;HMDB0000517;HMDB0000595;HMDB0000904,16134;422;15729;16467;28976;16349
600634,HMDB0000010,1189
600721,HMDB0000115;HMDB0000208;HMDB0000254;HMDB0000606;HMDB0000694;HMDB0059655,17497;30915;15741;32796;32797;17084
600803,HMDB0000067,16113
600807,HMDB0000039;HMDB0000042;HMDB0000474;HMDB0000863;HMDB0000892;HMDB0001485;HMDB0001659;HMDB0001847;HMDB0001857;HMDB0001860;HMDB0001870;HMDB0001881;HMDB0001885;HMDB0001886;HMDB0001889;HMDB0001991;HMDB0002123;HMDB0002825;HMDB0003119;HMDB0003375;HMDB0010199;HMDB0010738;HMDB0011103;HMDB0011134;HMDB0011174;HMDB0011623;HMDB0013817;HMDB0029595;HMDB0029603;HMDB0029751;HMDB0030961;HMDB0031078;HMDB0031196;HMDB0031444;HMDB0031445;HMDB0031450;HMDB0031652;HMDB0031653;HMDB0033910;HMDB0033933;HMDB0034168;HMDB0034284;HMDB0034437;HMDB0035915;HMDB0036994;HMDB0037051;HMDB0039000;HMDB0040247;HMDB0041971;HMDB0059832;HMDB0059835;HMDB0059854;HMDB0059874;HMDB0059901;HMDB0059905;HMDB0059907;HMDB0059924;HMDB0061884;HMDB0061900,30772;15366;28398;17824;17418;17590;15347;27732;68447;25858;30746;28972;nan;62207;28177;48991;691622;28946;17987;15382;27595;68444;68449;28209;74076;31457;nan;32892;37830;16482;nan;17302;nan;28817;46342;41808;16605;nan;27632;27836;17578;35998;17097;16310;9457;nan;nan;132843;28618;nan;84268;48612;nan;34037;16101;41253;27417;nan;88818
600955,HMDB0000063;HMDB0000122;HMDB0000151;HMDB0000248;HMDB0000265,17650;15903;16469;18332;18258
601313,HMDB0000087;HMDB0000108;HMDB0000123;HMDB0000142;HMDB0000148;HMDB0000149;HMDB0000157;HMDB0000162;HMDB0000167;HMDB0000172;HMDB0000177;HMDB0000182;HMDB0000187;HMDB0000190;HMDB0000193;HMDB0000251;HMDB0000258;HMDB0000267;HMDB0000339;HMDB0000378;HMDB0000408;HMDB0000640;HMDB0000699;HMDB0000754;HMDB0000855;HMDB0000866;HMDB0000875;HMDB0000883;HMDB0000957;HMDB0001539;HMDB0001882;HMDB0001886;HMDB0001895;HMDB0002658;HMDB0002825;HMDB0003269;HMDB0003334;HMDB0003339;HMDB0003406;HMDB0003411;HMDB0004667;HMDB0006029;HMDB0006961,17170;16236;15428;30751;16015;16000;17368;17203;16857;17191;15971;18019;17115;422;30887;15891;17992;18183;86366;73026;86365;30997;16797;37084;15927;21563;18123;16414;18135;17929;16016;62207;16914;16168;28946;7563;25682;15966;16523;16313;34154;21553;27957
601367,HMDB0000538;HMDB0000574;HMDB0000742;HMDB0001201;HMDB0001273;HMDB0001341;HMDB0001476;HMDB0002183,15422;17561;17588;17552;15996;16761;15793;28125
601466,HMDB0000143,28061
601665,HMDB0000001;HMDB0000011;HMDB0000062;HMDB0000123;HMDB0000148;HMDB0000158;HMDB0000159;HMDB0000162;HMDB0000167;HMDB0000177;HMDB0000187;HMDB0000201;HMDB0000210;HMDB0000214;HMDB0000222;HMDB0000479;HMDB0000517;HMDB0000561;HMDB0000564;HMDB0000593;HMDB0000641;HMDB0000651;HMDB0000696;HMDB0000714;HMDB0000756;HMDB0000791;HMDB0000812;HMDB0000824;HMDB0000848;HMDB0000883;HMDB0000929;HMDB0000944;HMDB0001319;HMDB0001348;HMDB0001425;HMDB0001982;HMDB0002013;HMDB0002014;HMDB0002250;HMDB0002789;HMDB0002815;HMDB0003000;HMDB0003231;HMDB0003233;HMDB0003993;HMDB0004969;HMDB0005065;HMDB0005066;HMDB0006461;HMDB0006469;HMDB0007869;HMDB0007871;HMDB0007872;HMDB0007873;HMDB0007874;HMDB0007875;HMDB0007876;HMDB0007879;HMDB0007880;HMDB0007881;HMDB0007882;HMDB0007883;HMDB0007884;HMDB0007886;HMDB0007887;HMDB0007888;HMDB0007889;HMDB0007890;HMDB0007891;HMDB0007892;HMDB0007893;HMDB0007895;HMDB0007896;HMDB0007897;HMDB0007898;HMDB0007899;HMDB0007903;HMDB0007904;HMDB0007905;HMDB0007906;HMDB0007907;HMDB0007911;HMDB0007912;HMDB0007913;HMDB0007914;HMDB0007915;HMDB0007919;HMDB0007920;HMDB0007921;HMDB0007922;HMDB0007923;HMDB0007924;HMDB0007929;HMDB0007930;HMDB0007931;HMDB0007934;HMDB0007965;HMDB0007969;HMDB0007971;HMDB0007972;HMDB0007973;HMDB0007974;HMDB0007975;HMDB0007976;HMDB0007977;HMDB0007978;HMDB0007979;HMDB0007980;HMDB0007981;HMDB0007982;HMDB0007983;HMDB0007984;HMDB0007985;HMDB0007988;HMDB0007989;HMDB0007990;HMDB0007991;HMDB0007994;HMDB0007996;HMDB0007997;HMDB0007999;HMDB0008001;HMDB0008002;HMDB0008003;HMDB0008004;HMDB0008005;HMDB0008006;HMDB0008007;HMDB0008008;HMDB0008010;HMDB0008011;HMDB0008012;HMDB0008013;HMDB0008014;HMDB0008015;HMDB0008016;HMDB0008017;HMDB0008020;HMDB0008021;HMDB0008022;HMDB0008024;HMDB0008026;HMDB0008027;HMDB0008028;HMDB0008029;HMDB0008030;HMDB0008031;HMDB0008032;HMDB0008035;HMDB0008036;HMDB0008037;HMDB0008038;HMDB0008039;HMDB0008040;HMDB0008041;HMDB0008042;HMDB0008043;HMDB0008046;HMDB0008047;HMDB0008048;HMDB0008049;HMDB0008050;HMDB0008053;HMDB0008054;HMDB0008055;HMDB0008056;HMDB0008057;HMDB0008058;HMDB0008059;HMDB0008061;HMDB0008062;HMDB0008063;HMDB0008064;HMDB0008065;HMDB0008067;HMDB0008068;HMDB0008069;HMDB0008070;HMDB0008071;HMDB0008072;HMDB0008073;HMDB0008074;HMDB0008075;HMDB0008078;HMDB0008079;HMDB0008080;HMDB0008081;HMDB0008082;HMDB0008083;HMDB0008085;HMDB0008086;HMDB0008087;HMDB0008088;HMDB0008089;HMDB0008091;HMDB0008092;HMDB0008093;HMDB0008094;HMDB0008095;HMDB0008096;HMDB0008097;HMDB0008098;HMDB0008100;HMDB0008101;HMDB0008102;HMDB0008103;HMDB0008105;HMDB0008106;HMDB0008107;HMDB0008108;HMDB0008111;HMDB0008112;HMDB0008113;HMDB0008114;HMDB0008115;HMDB0008116;HMDB0008118;HMDB0008119;HMDB0008120;HMDB0008121;HMDB0008122;HMDB0008124;HMDB0008125;HMDB0008126;HMDB0008127;HMDB0008128;HMDB0008129;HMDB0008130;HMDB0008131;HMDB0008133;HMDB0008134;HMDB0008135;HMDB0008136;HMDB0008137;HMDB0008138;HMDB0008139;HMDB0008140;HMDB0008141;HMDB0008142;HMDB0008144;HMDB0008145;HMDB0008146;HMDB0008147;HMDB0008148;HMDB0008150;HMDB0008151;HMDB0008152;HMDB0008153;HMDB0008157;HMDB0008159;HMDB0008160;HMDB0008161;HMDB0008162;HMDB0008163;HMDB0008166;HMDB0008167;HMDB0008168;HMDB0008169;HMDB0008170;HMDB0008171;HMDB0008172;HMDB0008173;HMDB0008175;HMDB0008176;HMDB0008177;HMDB0008178;HMDB0008179;HMDB0008183;HMDB0008184;HMDB0008185;HMDB0008191;HMDB0008192;HMDB0008193;HMDB0008194;HMDB0008195;HMDB0008196;HMDB0008199;HMDB0008200;HMDB0008201;HMDB0008202;HMDB0008203;HMDB0008204;HMDB0008205;HMDB0008206;HMDB0008208;HMDB0008209;HMDB0008210;HMDB0008211;HMDB0008212;HMDB0008216;HMDB0008217;HMDB0008218;HMDB0008224;HMDB0008225;HMDB0008226;HMDB0008227;HMDB0008228;HMDB0008232;HMDB0008234;HMDB0008235;HMDB0008236;HMDB0008237;HMDB0008241;HMDB0008242;HMDB0008243;HMDB0008249;HMDB0008250;HMDB0008251;HMDB0008256;HMDB0008257;HMDB0008258;HMDB0008259;HMDB0008260;HMDB0008261;HMDB0008263;HMDB0008265;HMDB0008266;HMDB0008267;HMDB0008271;HMDB0008272;HMDB0008273;HMDB0008276;HMDB0008277;HMDB0008278;HMDB0008279;HMDB0008280;HMDB0008281;HMDB0008282;HMDB0008283;HMDB0008284;HMDB0008285;HMDB0008286;HMDB0008287;HMDB0008291;HMDB0008292;HMDB0008295;HMDB0008296;HMDB0008298;HMDB0008299;HMDB0008303;HMDB0008304;HMDB0008305;HMDB0008306;HMDB0008308;HMDB0008309;HMDB0008310;HMDB0008311;HMDB0008312;HMDB0008313;HMDB0008314;HMDB0008315;HMDB0008316;HMDB0008318;HMDB0008324;HMDB0008328;HMDB0008329;HMDB0008331;HMDB0008332;HMDB0008334;HMDB0008335;HMDB0008336;HMDB0008337;HMDB0008338;HMDB0008339;HMDB0008340;HMDB0008341;HMDB0008342;HMDB0008343;HMDB0008344;HMDB0008345;HMDB0008346;HMDB0008348;HMDB0008350;HMDB0008357;HMDB0008359;HMDB0008360;HMDB0008361;HMDB0008362;HMDB0008364;HMDB0008365;HMDB0008366;HMDB0008367;HMDB0008368;HMDB0008369;HMDB0008370;HMDB0008371;HMDB0008373;HMDB0008374;HMDB0008375;HMDB0008376;HMDB0008377;HMDB0008382;HMDB0008383;HMDB0008390;HMDB0008391;HMDB0008392;HMDB0008393;HMDB0008394;HMDB0008395;HMDB0008397;HMDB0008398;HMDB0008399;HMDB0008400;HMDB0008401;HMDB0008402;HMDB0008403;HMDB0008404;HMDB0008406;HMDB0008407;HMDB0008408;HMDB0008409;HMDB0008414;HMDB0008415;HMDB0008422;HMDB0008423;HMDB0008424;HMDB0008425;HMDB0008426;HMDB0008429;HMDB0008430;HMDB0008431;HMDB0008432;HMDB0008433;HMDB0008434;HMDB0008438;HMDB0008439;HMDB0008440;HMDB0008446;HMDB0008447;HMDB0008455;HMDB0008456;HMDB0008457;HMDB0008458;HMDB0008459;HMDB0008462;HMDB0008463;HMDB0008464;HMDB0008465;HMDB0008466;HMDB0008467;HMDB0008471;HMDB0008472;HMDB0008473;HMDB0008479;HMDB0008480;HMDB0008488;HMDB0008489;HMDB0008490;HMDB0008491;HMDB0008495;HMDB0008496;HMDB0008497;HMDB0008498;HMDB0008499;HMDB0008504;HMDB0008505;HMDB0008512;HMDB0008521;HMDB0008522;HMDB0008523;HMDB0008524;HMDB0008525;HMDB0008526;HMDB0008528;HMDB0008533;HMDB0008534;HMDB0008535;HMDB0008536;HMDB0008537;HMDB0008538;HMDB0008539;HMDB0008542;HMDB0008543;HMDB0008544;HMDB0008554;HMDB0008558;HMDB0008559;HMDB0008564;HMDB0008565;HMDB0008566;HMDB0008567;HMDB0008568;HMDB0008569;HMDB0008570;HMDB0008572;HMDB0008573;HMDB0008574;HMDB0008575;HMDB0008588;HMDB0008589;HMDB0008590;HMDB0008591;HMDB0008594;HMDB0008595;HMDB0008596;HMDB0008597;HMDB0008598;HMDB0008599;HMDB0008600;HMDB0008601;HMDB0008602;HMDB0008604;HMDB0008605;HMDB0008606;HMDB0008620;HMDB0008621;HMDB0008622;HMDB0008623;HMDB0008624;HMDB0008626;HMDB0008627;HMDB0008628;HMDB0008629;HMDB0008630;HMDB0008631;HMDB0008635;HMDB0008636;HMDB0008652;HMDB0008653;HMDB0008654;HMDB0008655;HMDB0008656;HMDB0008657;HMDB0008659;HMDB0008660;HMDB0008661;HMDB0008662;HMDB0008663;HMDB0008668;HMDB0008685;HMDB0008686;HMDB0008687;HMDB0008688;HMDB0008689;HMDB0008690;HMDB0008692;HMDB0008693;HMDB0008694;HMDB0008695;HMDB0008696;HMDB0008701;HMDB0008718;HMDB0008719;HMDB0008720;HMDB0008721;HMDB0008722;HMDB0008725;HMDB0008727;HMDB0008751;HMDB0008752;HMDB0008755;HMDB0008760;HMDB0008761;HMDB0008762;HMDB0008763;HMDB0008766;HMDB0008785;HMDB0008786;HMDB0008787;HMDB0008792;HMDB0008793;HMDB0008794;HMDB0008795;HMDB0008797;HMDB0008798;HMDB0008799;HMDB0008818;HMDB0008819;HMDB0008820;HMDB0010169;HMDB0010384;HMDB0010385;HMDB0010386;HMDB0010395;HMDB0010396;HMDB0010408;HMDB0011151;HMDB0011201;HMDB0011202;HMDB0011203;HMDB0011206;HMDB0011207;HMDB0011209;HMDB0011210;HMDB0011211;HMDB0011212;HMDB0011213;HMDB0011214;HMDB0011215;HMDB0011216;HMDB0011217;HMDB0011218;HMDB0011219;HMDB0011221;HMDB0011223;HMDB0011226;HMDB0011227;HMDB0011229;HMDB0011232;HMDB0011234;HMDB0011235;HMDB0011236;HMDB0011237;HMDB0011240;HMDB0011241;HMDB0011242;HMDB0011243;HMDB0011244;HMDB0011245;HMDB0011246;HMDB0011247;HMDB0011248;HMDB0011251;HMDB0011252;HMDB0011253;HMDB0011254;HMDB0011255;HMDB0011258;HMDB0011259;HMDB0011260;HMDB0011261;HMDB0011262;HMDB0011263;HMDB0011264;HMDB0011267;HMDB0011268;HMDB0011269;HMDB0011270;HMDB0011272;HMDB0011273;HMDB0011274;HMDB0011275;HMDB0011276;HMDB0011277;HMDB0011278;HMDB0011279;HMDB0011280;HMDB0011283;HMDB0011284;HMDB0011285;HMDB0011286;HMDB0011287;HMDB0011288;HMDB0011290;HMDB0011291;HMDB0011292;HMDB0011293;HMDB0011294;HMDB0011296;HMDB0011297;HMDB0011298;HMDB0011299;HMDB0011300;HMDB0011301;HMDB0011302;HMDB0011303;HMDB0011305;HMDB0011306;HMDB0011307;HMDB0011308;HMDB0011309;HMDB0011310;HMDB0011311;HMDB0011312;HMDB0011313;HMDB0011316;HMDB0011317;HMDB0011318;HMDB0011319;HMDB0011320;HMDB0011321;HMDB0011323;HMDB0011324;HMDB0011325;HMDB0011326;HMDB0011327;HMDB0011329;HMDB0011330;HMDB0011331;HMDB0011332;HMDB0011333;HMDB0011334;HMDB0011697;HMDB0011698;HMDB0011718;HMDB0012101;HMDB0012107;HMDB0012173;HMDB0013125;HMDB0013128;HMDB0013132;HMDB0013161;HMDB0013205;HMDB0013207;HMDB0013288;HMDB0013324;HMDB0013326;HMDB0013328;HMDB0013330;HMDB0013331;HMDB0013341;HMDB0013404;HMDB0013405;HMDB0013406;HMDB0013407;HMDB0013408;HMDB0013409;HMDB0013410;HMDB0013411;HMDB0013412;HMDB0013413;HMDB0013414;HMDB0013415;HMDB0013417;HMDB0013418;HMDB0013419;HMDB0013420;HMDB0013422;HMDB0013424;HMDB0013425;HMDB0013426;HMDB0013427;HMDB0013428;HMDB0013429;HMDB0013431;HMDB0013432;HMDB0013433;HMDB0013434;HMDB0013435;HMDB0013436;HMDB0013437;HMDB0013438;HMDB0013439;HMDB0013440;HMDB0013442;HMDB0013444;HMDB0013445;HMDB0013446;HMDB0013447;HMDB0013448;HMDB0013449;HMDB0013450;HMDB0013451;HMDB0013452;HMDB0013453;HMDB0013454;HMDB0013455;HMDB0013456;HMDB0013457;HMDB0013458;HMDB0013459;HMDB0013460;HMDB0013461;HMDB0013462;HMDB0013463;HMDB0013464;HMDB0013465;HMDB0013466;HMDB0013467;HMDB0013469;HMDB0028717;HMDB0028942;HMDB0033844,50599;17066;16347;15428;16015;17895;17295;17203;16857;15971;17115;57589;46905;15729;17490;27596;16467;17579;72999;74669;18050;68830;16643;18089;84834;18102;21547;53210;84644;16414;16828;28941;28803;83358;17474;68531;21949;73060;77086;27547;28610;15948;28727;28838;35147;76297;84651;84634;84098;84098;75062;86090;73793;84808;86094;89521;86095;89520;89518;89517;89513;86102;89512;86107;89516;89515;89514;89583;89584;86162;86169;nan;89590;89586;89587;89588;88908;88907;nan;nan;88906;88928;88919;88918;88917;88916;88920;88934;88935;88936;88930;88929;88931;nan;nan;86088;75304;74000;85037;73001;73002;84786;84789;86101;82943;84575;84574;86119;86121;73003;88990;86137;86168;84573;84795;84796;74963;89009;89013;89014;86415;89731;83717;84570;84810;84811;84567;89732;89733;89736;89737;89734;89735;89740;84816;89738;89739;74479;89659;89657;89655;nan;89652;89650;89648;89668;86089;89667;86097;83718;86109;75034;84822;86117;78022;86134;86167;86176;86177;74965;89672;nan;nan;84565;73865;86203;84829;86212;86219;nan;89681;89679;89680;nan;89677;89678;86111;86114;89688;89691;89692;89693;89694;89689;89690;89695;89697;89696;86186;nan;89699;nan;nan;73868;89704;89703;89702;89705;89706;89707;86092;nan;74667;86100;76073;89604;74670;nan;86133;89603;89619;86178;89618;74671;89617;86187;nan;89616;86201;nan;86205;86217;89592;89593;89594;89595;89596;nan;89602;86099;89601;86112;89599;89597;42027;89600;89578;89577;89576;89574;89572;89580;84563;89579;nan;89585;nan;nan;89589;89591;89543;89542;89541;89539;89545;89544;89548;89547;86123;89558;89557;89559;89562;89560;89564;89563;89565;89529;nan;nan;86422;89523;89533;89534;89535;89536;89532;89443;89438;89437;86127;89439;89441;86161;89442;89444;89453;89452;89447;89451;nan;nan;89413;89414;89415;89411;89412;89416;89420;89422;89418;89419;89423;89424;89425;nan;nan;nan;89431;89432;89428;89429;89358;89356;89354;75294;89350;86166;89372;89377;89375;86199;89369;89364;74970;nan;nan;86211;86216;89384;89391;nan;86220;nan;nan;89399;89403;89409;89408;89105;89101;89102;89103;86198;89100;nan;nan;nan;nan;nan;89097;89098;nan;89094;89095;89096;89077;89078;89082;89080;89081;89084;89085;89083;nan;89147;nan;nan;nan;nan;nan;89143;89140;89132;89130;89120;89119;89123;89127;89125;89111;89109;89115;89113;89107;89106;89108;nan;nan;nan;nan;89196;nan;89204;89180;89181;89183;89184;89172;89177;89179;89190;89293;89292;89291;89290;89289;89288;nan;nan;nan;89294;nan;88885;88886;88887;88883;88884;77694;88878;88879;88876;88877;86184;nan;nan;nan;88904;nan;88895;88893;88894;88896;88897;88909;88911;88910;88914;88913;88915;nan;nan;nan;88905;nan;88932;88933;88923;88922;88926;88925;88924;88927;86183;nan;nan;nan;89067;89066;89065;89064;86103;89063;86164;nan;89069;89068;nan;86210;86215;89070;88760;88761;nan;nan;88745;88741;nan;88736;nan;nan;nan;88737;88726;88731;88729;nan;nan;nan;nan;88713;88712;88710;nan;88708;88706;nan;nan;nan;nan;88872;88871;nan;nan;nan;88856;88855;88864;88862;88859;88851;86200;nan;nan;nan;88869;nan;88846;nan;nan;nan;88843;88841;88844;88422;nan;nan;nan;nan;88435;nan;nan;nan;88436;88430;88433;88434;nan;nan;nan;nan;88636;nan;nan;nan;88654;86182;nan;88564;nan;86163;86208;88576;86213;88588;88587;nan;89495;89496;nan;89497;89498;89502;89500;89501;nan;89426;89427;89367;78646;73858;86255;28733;74344;86259;84753;86231;nan;nan;133669;133672;84562;89999;86232;84557;89979;89978;89980;nan;89975;89974;89977;89976;89990;nan;89989;89988;89987;nan;nan;nan;89965;89966;89972;nan;89973;86241;84555;89968;89969;89967;nan;89956;89953;84828;89955;89954;nan;nan;nan;nan;133664;nan;89964;nan;nan;89957;nan;89940;89941;89938;89939;89936;89937;89947;89946;89931;89927;89928;89923;89924;89925;89926;nan;89914;nan;nan;nan;89908;89909;nan;nan;nan;nan;89508;nan;89505;89506;89507;89503;89504;89457;89459;89458;89460;89462;89464;89463;89465;89468;89469;nan;89470;nan;nan;nan;89471;89477;nan;nan;nan;nan;83360;83361;17597;84487;74535;nan;nan;85095;nan;nan;nan;nan;70997;nan;89717;85525;nan;nan;86223;89906;86229;86240;89903;86243;86248;86423;86425;89892;nan;89893;nan;86239;89895;74482;75245;86252;89880;89879;84825;89882;89883;89881;89863;84827;nan;nan;89866;89867;89868;89864;89865;89852;nan;89850;89854;89855;nan;nan;86454;nan;nan;89997;89998;nan;89996;89995;nan;86451;89994;nan;84476;90011;90007;90008;90009;90010;90003;90006;141419;nan;10362
601678,HMDB0000037;HMDB0000464;HMDB0000492;HMDB0000547;HMDB0000586;HMDB0000588,27584;29108;17996;18420;29103;29101
601815,HMDB0000123;HMDB0000187,15428;17115
602014,HMDB0000464;HMDB0000547,29108;18420
602079,HMDB0000906;HMDB0000925,18139;15724
602080,HMDB0000600,nan
602398,HMDB0000067;HMDB0002719,16113;17737
602439,HMDB0000067;HMDB0000122,16113;15903
602473,HMDB0000622;HMDB0000678;HMDB0000701;HMDB0000730;HMDB0000808;HMDB0001844,741548;70984;64390;70979;89963;91316
602522,HMDB0000037;HMDB0000464;HMDB0000547;HMDB0000562;HMDB0000586;HMDB0000588;HMDB0000595;HMDB0001429;HMDB0003550,27584;29108;18420;16737;29103;29101;28976;26078;17933
603041,HMDB0000012;HMDB0000273,16450;17748
603165,HMDB0001198;HMDB0002200,16978;15650
603358,HMDB0000190;HMDB0000243,422;32816
603376,HMDB0000051;HMDB0000062;HMDB0000122;HMDB0000289;HMDB0000562;HMDB0001967,16134;16347;15903;17775;16737;16526
603471,HMDB0000051;HMDB0000904,16134;16349
603903,HMDB0000742;HMDB0001545,17588;17310
603956,HMDB0003331,16020
604278,HMDB0000037;HMDB0000595;HMDB0001035;HMDB0061196,27584;28976;2719;2718
604290,HMDB0000657;HMDB0015531,29036;29034
604352,HMDB0000112;HMDB0000175;HMDB0012895;HMDB0013072,16865;17202;89492;nan
604369,HMDB0000230;HMDB0000830,45744;49022
605552,HMDB0000623;HMDB0000763;HMDB0029222;HMDB0060022;HMDB0060834,4676;27823;89099;89554;nan
605814,HMDB0000054;HMDB0000158;HMDB0000167;HMDB0000182;HMDB0000517;HMDB0000696;HMDB0000904,16990;17895;16857;18019;16467;16643;16349
605850,HMDB0000043;HMDB0000092;HMDB0000121;HMDB0000271;HMDB0000294;HMDB0000562;HMDB0000742;HMDB0000906;HMDB0000925;HMDB0003429,41139;17724;27470;15611;16199;16737;17588;18139;15724;15982
605899,HMDB0000123;HMDB0000139,15428;32398
605911,HMDB0000011;HMDB0000060;HMDB0000062;HMDB0000063;HMDB0000067;HMDB0000122;HMDB0000190;HMDB0000243;HMDB0000448;HMDB0000622;HMDB0000661;HMDB0000792;HMDB0000893;HMDB0001954;HMDB0002203;HMDB0061652,17066;15344;16347;17650;16113;15903;422;32816;30832;741548;17859;41865;9300;37100;37371;37049
606003,HMDB0000618;HMDB0001068;HMDB0001473,17363;133983;16108
606054,HMDB0000001;HMDB0000042;HMDB0000043;HMDB0000062;HMDB0000094;HMDB0000123;HMDB0000149;HMDB0000177;HMDB0000182;HMDB0000190;HMDB0000202;HMDB0000237;HMDB0000251;HMDB0000339;HMDB0000354;HMDB0000379;HMDB0000459;HMDB0000479;HMDB0000517;HMDB0000531;HMDB0000562;HMDB0000641;HMDB0000678;HMDB0000700;HMDB0000701;HMDB0000714;HMDB0000730;HMDB0000808;HMDB0000824;HMDB0000860;HMDB0000925;HMDB0000927;HMDB0000953;HMDB0000959;HMDB0001310,50599;15366;41139;16347;30769;15428;16000;15971;18019;422;30860;30768;15891;86366;37051;30835;68499;27596;16467;139272;16737;18050;70984;33404;64390;18089;70979;89963;53210;266653;15724;nan;nan;73018;15570
606664,HMDB0000696,16643
606762,HMDB0000208,30915
606777,HMDB0000060;HMDB0000122,15344;15903
606788,HMDB0000063;HMDB0000197;HMDB0000244;HMDB0000248;HMDB0000265;HMDB0000448;HMDB0000526;HMDB0000622;HMDB0000661;HMDB0000678;HMDB0000893;HMDB0000903;HMDB0001248;HMDB0001520,17650;16411;17015;18332;18258;30832;89627;741548;17859;70984;9300;nan;16238;17621
606812,HMDB0000011;HMDB0000020;HMDB0000051;HMDB0000115;HMDB0000134;HMDB0000158;HMDB0000167;HMDB0000168;HMDB0000177;HMDB0000182;HMDB0000187;HMDB0000192;HMDB0000202;HMDB0000208;HMDB0000214;HMDB0000243;HMDB0000254;HMDB0000448;HMDB0000641;HMDB0000661;HMDB0000687;HMDB0000696;HMDB0000797;HMDB0000904;HMDB0000912;HMDB0002329,17066;18101;16134;17497;18012;17895;16857;17196;15971;18019;17115;16283;30860;30915;15729;32816;15741;30832;18050;17859;15603;16643;18319;16349;71169;16995
606904,HMDB0000123;HMDB0000187;HMDB0000192,15428;17115;16283
607154,HMDB0011134,28209
607196,HMDB0000072;HMDB0000094;HMDB0000134;HMDB0000161;HMDB0000190;HMDB0000208;HMDB0000958,32805;30769;18012;16977;422;30915;32806
607330,HMDB0000032;HMDB0000054;HMDB0000067;HMDB0001170,17759;16990;16113;17168
607364,HMDB0000464;HMDB0000492;HMDB0000547;HMDB0000586;HMDB0000588;HMDB0001967,29108;17996;18420;29103;29101;16526
607426,HMDB0000190;HMDB0041827,422;28938
607765,HMDB0000054;HMDB0000308,16990;384794
607948,HMDB0000161;HMDB0001929,16977;63598
608089,HMDB0000305;HMDB0000561;HMDB0001492;HMDB0001893;HMDB0003000,17336;17579;18185;18145;15948
608300,HMDB0000051;HMDB0000123;HMDB0000148;HMDB0000161;HMDB0000214;HMDB0000226;HMDB0000517;HMDB0000641;HMDB0000904;HMDB0041827,16134;15428;16015;16977;15729;16742;16467;18050;16349;28938
608516,HMDB0000118;HMDB0000197;HMDB0000763;HMDB0000879;HMDB0001388;HMDB0001449;HMDB0001490;HMDB0001830;HMDB0001999;HMDB0002004;HMDB0002183;HMDB0002961;HMDB0003759;HMDB0004370,545959;16411;27823;805752;27432;50169;846276;17026;28364;2086;28125;16330;28952;28136
608594,HMDB0000067;HMDB0000122;HMDB0000562,16113;15903;16737
608600,HMDB0000067;HMDB0000122;HMDB0000562,16113;15903;16737
